,run,database,workload,record_nbr,records,type,throughput,throughput_value,runtime,runtime_value
51,run-5,Mongodb,workload b,1000,1k,OVERALL,Throughput(ops/sec),0.3861003861003861,RunTime(ms),2.59
52,run-6,Mongodb,workload b,1000,1k,OVERALL,Throughput(ops/sec),0.4308487720809996,RunTime(ms),2.321
53,run-7,Mongodb,workload b,1000,1k,OVERALL,Throughput(ops/sec),0.46446818392940076,RunTime(ms),2.153
54,run-8,Mongodb,workload b,1000,1k,OVERALL,Throughput(ops/sec),0.46425255338904364,RunTime(ms),2.154
55,run-9,Mongodb,workload b,1000,1k,OVERALL,Throughput(ops/sec),0.36845983787767134,RunTime(ms),2.714
56,run-1,Mongodb,workload b,10000,10k,OVERALL,Throughput(ops/sec),1.4096419509444602,RunTime(ms),7.094
57,run-10,Mongodb,workload b,10000,10k,OVERALL,Throughput(ops/sec),1.7268174753928511,RunTime(ms),5.791
58,run-2,Mongodb,workload b,10000,10k,OVERALL,Throughput(ops/sec),1.444460494005489,RunTime(ms),6.923
59,run-3,Mongodb,workload b,10000,10k,OVERALL,Throughput(ops/sec),1.4566642388929352,RunTime(ms),6.865
60,run-4,Mongodb,workload b,10000,10k,OVERALL,Throughput(ops/sec),1.2637432073802604,RunTime(ms),7.913
61,run-5,Mongodb,workload b,10000,10k,OVERALL,Throughput(ops/sec),1.2183235867446394,RunTime(ms),8.208
62,run-6,Mongodb,workload b,10000,10k,OVERALL,Throughput(ops/sec),1.1491611123879568,RunTime(ms),8.702
63,run-7,Mongodb,workload b,10000,10k,OVERALL,Throughput(ops/sec),1.2812299807815501,RunTime(ms),7.805
64,run-8,Mongodb,workload b,10000,10k,OVERALL,Throughput(ops/sec),0.9068649678062937,RunTime(ms),11.027
65,run-9,Mongodb,workload b,10000,10k,OVERALL,Throughput(ops/sec),1.6020506247997437,RunTime(ms),6.242
66,run-1,Mongodb,workload b,100000,100K,OVERALL,Throughput(ops/sec),2.1564737341499183,RunTime(ms),46.372
67,run-10,Mongodb,workload b,100000,100K,OVERALL,Throughput(ops/sec),1.9723865877712037,RunTime(ms),50.7
68,run-2,Mongodb,workload b,100000,100K,OVERALL,Throughput(ops/sec),2.0820754127714505,RunTime(ms),48.029
69,run-3,Mongodb,workload b,100000,100K,OVERALL,Throughput(ops/sec),1.9811788013868248,RunTime(ms),50.475
70,run-4,Mongodb,workload b,100000,100K,OVERALL,Throughput(ops/sec),2.292000916800367,RunTime(ms),43.63
71,run-5,Mongodb,workload b,100000,100K,OVERALL,Throughput(ops/sec),2.0552027457508686,RunTime(ms),48.657
72,run-6,Mongodb,workload b,100000,100K,OVERALL,Throughput(ops/sec),1.9160758766047135,RunTime(ms),52.19
73,run-7,Mongodb,workload b,100000,100K,OVERALL,Throughput(ops/sec),2.332415916406213,RunTime(ms),42.874
74,run-8,Mongodb,workload b,100000,100K,OVERALL,Throughput(ops/sec),2.116088621791481,RunTime(ms),47.257
75,run-9,Mongodb,workload b,100000,100K,OVERALL,Throughput(ops/sec),2.23563603845294,RunTime(ms),44.73
76,run-1,Mongodb,workload b,1000000,1M,OVERALL,Throughput(ops/sec),2.195293291183702,RunTime(ms),455.52
77,run-10,Mongodb,workload b,1000000,1M,OVERALL,Throughput(ops/sec),2.367110420966917,RunTime(ms),422.456
78,run-2,Mongodb,workload b,1000000,1M,OVERALL,Throughput(ops/sec),2.4578901962133743,RunTime(ms),406.853
79,run-3,Mongodb,workload b,1000000,1M,OVERALL,Throughput(ops/sec),1.9791046134907644,RunTime(ms),505.279
80,run-4,Mongodb,workload b,1000000,1M,OVERALL,Throughput(ops/sec),2.1792047210291074,RunTime(ms),458.883
81,run-5,Mongodb,workload b,1000000,1M,OVERALL,Throughput(ops/sec),2.047141576217128,RunTime(ms),488.486
82,run-6,Mongodb,workload b,1000000,1M,OVERALL,Throughput(ops/sec),2.453764934226831,RunTime(ms),407.537
83,run-7,Mongodb,workload b,1000000,1M,OVERALL,Throughput(ops/sec),2.4663406164371735,RunTime(ms),405.459
84,run-8,Mongodb,workload b,1000000,1M,OVERALL,Throughput(ops/sec),2.352321270629857,RunTime(ms),425.112
85,run-9,Mongodb,workload b,1000000,1M,OVERALL,Throughput(ops/sec),2.128008205599641,RunTime(ms),469.923
86,run-1,Mongodb,workload c,100,100,OVERALL,Throughput(ops/sec),0.06027727546714888,RunTime(ms),1.659
87,run-10,Mongodb,workload c,100,100,OVERALL,Throughput(ops/sec),0.06743088334457181,RunTime(ms),1.483
88,run-2,Mongodb,workload c,100,100,OVERALL,Throughput(ops/sec),0.05040322580645162,RunTime(ms),1.984
89,run-3,Mongodb,workload c,100,100,OVERALL,Throughput(ops/sec),0.06489292667099286,RunTime(ms),1.541
90,run-4,Mongodb,workload c,100,100,OVERALL,Throughput(ops/sec),0.0707714083510262,RunTime(ms),1.413
91,run-5,Mongodb,workload c,100,100,OVERALL,Throughput(ops/sec),0.06561679790026247,RunTime(ms),1.524
92,run-6,Mongodb,workload c,100,100,OVERALL,Throughput(ops/sec),0.06222775357809583,RunTime(ms),1.607
93,run-7,Mongodb,workload c,100,100,OVERALL,Throughput(ops/sec),0.06418485237483953,RunTime(ms),1.558
94,run-8,Mongodb,workload c,100,100,OVERALL,Throughput(ops/sec),0.05717552887364208,RunTime(ms),1.749
95,run-9,Mongodb,workload c,100,100,OVERALL,Throughput(ops/sec),0.0704225352112676,RunTime(ms),1.42
96,run-1,Mongodb,workload c,1000,1k,OVERALL,Throughput(ops/sec),0.7052186177715091,RunTime(ms),1.418
97,run-10,Mongodb,workload c,1000,1k,OVERALL,Throughput(ops/sec),0.6596306068601582,RunTime(ms),1.516
98,run-2,Mongodb,workload c,1000,1k,OVERALL,Throughput(ops/sec),0.6265664160401002,RunTime(ms),1.596
99,run-3,Mongodb,workload c,1000,1k,OVERALL,Throughput(ops/sec),0.3473428273706148,RunTime(ms),2.879
100,run-4,Mongodb,workload c,1000,1k,OVERALL,Throughput(ops/sec),0.4662004662004662,RunTime(ms),2.145
101,run-5,Mongodb,workload c,1000,1k,OVERALL,Throughput(ops/sec),0.6188118811881187,RunTime(ms),1.616
102,run-6,Mongodb,workload c,1000,1k,OVERALL,Throughput(ops/sec),0.5934718100890207,RunTime(ms),1.685
103,run-7,Mongodb,workload c,1000,1k,OVERALL,Throughput(ops/sec),0.3677822728944465,RunTime(ms),2.719
104,run-8,Mongodb,workload c,1000,1k,OVERALL,Throughput(ops/sec),0.49975012493753124,RunTime(ms),2.001
105,run-9,Mongodb,workload c,1000,1k,OVERALL,Throughput(ops/sec),0.6472491909385112,RunTime(ms),1.545
106,run-1,Mongodb,workload c,10000,10k,OVERALL,Throughput(ops/sec),1.1124707976415618,RunTime(ms),8.989
107,run-10,Mongodb,workload c,10000,10k,OVERALL,Throughput(ops/sec),1.4080540692762604,RunTime(ms),7.102
108,run-2,Mongodb,workload c,10000,10k,OVERALL,Throughput(ops/sec),1.9290123456790123,RunTime(ms),5.184
109,run-3,Mongodb,workload c,10000,10k,OVERALL,Throughput(ops/sec),2.044153720359771,RunTime(ms),4.892
110,run-4,Mongodb,workload c,10000,10k,OVERALL,Throughput(ops/sec),2.172496198131653,RunTime(ms),4.603
111,run-5,Mongodb,workload c,10000,10k,OVERALL,Throughput(ops/sec),2.024701356549909,RunTime(ms),4.939
112,run-6,Mongodb,workload c,10000,10k,OVERALL,Throughput(ops/sec),1.3078733978550874,RunTime(ms),7.646
113,run-7,Mongodb,workload c,10000,10k,OVERALL,Throughput(ops/sec),1.9809825673534076,RunTime(ms),5.048
114,run-8,Mongodb,workload c,10000,10k,OVERALL,Throughput(ops/sec),1.8372221201543264,RunTime(ms),5.443
115,run-9,Mongodb,workload c,10000,10k,OVERALL,Throughput(ops/sec),1.579030475288173,RunTime(ms),6.333
116,run-1,Mongodb,workload c,100000,100K,OVERALL,Throughput(ops/sec),3.832739258748227,RunTime(ms),26.091
117,run-10,Mongodb,workload c,100000,100K,OVERALL,Throughput(ops/sec),2.388230798624379,RunTime(ms),41.872
118,run-2,Mongodb,workload c,100000,100K,OVERALL,Throughput(ops/sec),2.6268092148467264,RunTime(ms),38.069
119,run-3,Mongodb,workload c,100000,100K,OVERALL,Throughput(ops/sec),2.5736051060325305,RunTime(ms),38.856
120,run-4,Mongodb,workload c,100000,100K,OVERALL,Throughput(ops/sec),3.24654243230959,RunTime(ms),30.802
121,run-5,Mongodb,workload c,100000,100K,OVERALL,Throughput(ops/sec),2.9784952641925297,RunTime(ms),33.574
122,run-6,Mongodb,workload c,100000,100K,OVERALL,Throughput(ops/sec),2.6516758591429785,RunTime(ms),37.712
123,run-7,Mongodb,workload c,100000,100K,OVERALL,Throughput(ops/sec),3.2922894580891553,RunTime(ms),30.374
124,run-8,Mongodb,workload c,100000,100K,OVERALL,Throughput(ops/sec),2.6509729070568895,RunTime(ms),37.722
125,run-9,Mongodb,workload c,100000,100K,OVERALL,Throughput(ops/sec),2.6858616244091102,RunTime(ms),37.232
126,run-1,Mongodb,workload c,1000000,1M,OVERALL,Throughput(ops/sec),2.995177763800281,RunTime(ms),333.87
127,run-10,Mongodb,workload c,1000000,1M,OVERALL,Throughput(ops/sec),3.425631258200105,RunTime(ms),291.917
128,run-2,Mongodb,workload c,1000000,1M,OVERALL,Throughput(ops/sec),3.3487599541889645,RunTime(ms),298.618
129,run-3,Mongodb,workload c,1000000,1M,OVERALL,Throughput(ops/sec),2.5218963651907687,RunTime(ms),396.527
130,run-4,Mongodb,workload c,1000000,1M,OVERALL,Throughput(ops/sec),2.260208798088767,RunTime(ms),442.422
131,run-5,Mongodb,workload c,1000000,1M,OVERALL,Throughput(ops/sec),2.260208798088767,RunTime(ms),442.437
132,run-6,Mongodb,workload c,1000000,1M,OVERALL,Throughput(ops/sec),3.731705314694709,RunTime(ms),267.974
133,run-7,Mongodb,workload c,1000000,1M,OVERALL,Throughput(ops/sec),3.4552698047427035,RunTime(ms),289.413
134,run-8,Mongodb,workload c,1000000,1M,OVERALL,Throughput(ops/sec),2.811942883816144,RunTime(ms),355.626
135,run-9,Mongodb,workload c,1000000,1M,OVERALL,Throughput(ops/sec),3.31394674487581,RunTime(ms),301.755
136,run-1,Mongodb,workload d,100,100,OVERALL,Throughput(ops/sec),0.06289308176100629,RunTime(ms),1.59
137,run-10,Mongodb,workload d,100,100,OVERALL,Throughput(ops/sec),0.057208237986270026,RunTime(ms),1.748
138,run-2,Mongodb,workload d,100,100,OVERALL,Throughput(ops/sec),0.06172839506172839,RunTime(ms),1.62
139,run-3,Mongodb,workload d,100,100,OVERALL,Throughput(ops/sec),0.059844404548174746,RunTime(ms),1.671
140,run-4,Mongodb,workload d,100,100,OVERALL,Throughput(ops/sec),0.06016847172081829,RunTime(ms),1.662
141,run-5,Mongodb,workload d,100,100,OVERALL,Throughput(ops/sec),0.05889281507656066,RunTime(ms),1.698
142,run-6,Mongodb,workload d,100,100,OVERALL,Throughput(ops/sec),0.0637348629700446,RunTime(ms),1.569
143,run-7,Mongodb,workload d,100,100,OVERALL,Throughput(ops/sec),0.06369426751592357,RunTime(ms),1.57
144,run-8,Mongodb,workload d,100,100,OVERALL,Throughput(ops/sec),0.054914881933003847,RunTime(ms),1.821
145,run-9,Mongodb,workload d,100,100,OVERALL,Throughput(ops/sec),0.06854009595613435,RunTime(ms),1.459
146,run-1,Mongodb,workload d,1000,1k,OVERALL,Throughput(ops/sec),0.32722513089005234,RunTime(ms),3.056
147,run-10,Mongodb,workload d,1000,1k,OVERALL,Throughput(ops/sec),0.3734129947722181,RunTime(ms),2.678
148,run-2,Mongodb,workload d,1000,1k,OVERALL,Throughput(ops/sec),0.41666666666666674,RunTime(ms),2.4
149,run-3,Mongodb,workload d,1000,1k,OVERALL,Throughput(ops/sec),0.5955926146515782,RunTime(ms),1.679
150,run-4,Mongodb,workload d,1000,1k,OVERALL,Throughput(ops/sec),0.4904364884747425,RunTime(ms),2.039
151,run-5,Mongodb,workload d,1000,1k,OVERALL,Throughput(ops/sec),0.3472222222222222,RunTime(ms),2.88
152,run-6,Mongodb,workload d,1000,1k,OVERALL,Throughput(ops/sec),0.4206983592763988,RunTime(ms),2.377
153,run-7,Mongodb,workload d,1000,1k,OVERALL,Throughput(ops/sec),0.47147571900047147,RunTime(ms),2.121
154,run-8,Mongodb,workload d,1000,1k,OVERALL,Throughput(ops/sec),0.49480455220188024,RunTime(ms),2.021
155,run-9,Mongodb,workload d,1000,1k,OVERALL,Throughput(ops/sec),0.43159257660768235,RunTime(ms),2.317
156,run-1,Mongodb,workload d,10000,10k,OVERALL,Throughput(ops/sec),1.042535446205171,RunTime(ms),9.592
157,run-10,Mongodb,workload d,10000,10k,OVERALL,Throughput(ops/sec),1.4427932477276004,RunTime(ms),6.931
158,run-2,Mongodb,workload d,10000,10k,OVERALL,Throughput(ops/sec),1.4242985329725109,RunTime(ms),7.021
159,run-3,Mongodb,workload d,10000,10k,OVERALL,Throughput(ops/sec),1.2645422357106726,RunTime(ms),7.908
160,run-4,Mongodb,workload d,10000,10k,OVERALL,Throughput(ops/sec),1.0757314974182444,RunTime(ms),9.296
161,run-5,Mongodb,workload d,10000,10k,OVERALL,Throughput(ops/sec),1.3082155939298796,RunTime(ms),7.644
162,run-6,Mongodb,workload d,10000,10k,OVERALL,Throughput(ops/sec),1.2083131947800871,RunTime(ms),8.276
163,run-7,Mongodb,workload d,10000,10k,OVERALL,Throughput(ops/sec),1.2725884448969202,RunTime(ms),7.858
164,run-8,Mongodb,workload d,10000,10k,OVERALL,Throughput(ops/sec),1.6105653084232565,RunTime(ms),6.209
165,run-9,Mongodb,workload d,10000,10k,OVERALL,Throughput(ops/sec),1.5708451146716933,RunTime(ms),6.366
166,run-1,Mongodb,workload d,100000,100K,OVERALL,Throughput(ops/sec),2.348575588905329,RunTime(ms),42.579
167,run-10,Mongodb,workload d,100000,100K,OVERALL,Throughput(ops/sec),1.9771442128988888,RunTime(ms),50.578
168,run-2,Mongodb,workload d,100000,100K,OVERALL,Throughput(ops/sec),2.1605271686291454,RunTime(ms),46.285
169,run-3,Mongodb,workload d,100000,100K,OVERALL,Throughput(ops/sec),2.39595562690179,RunTime(ms),41.737
170,run-4,Mongodb,workload d,100000,100K,OVERALL,Throughput(ops/sec),1.4076378429357694,RunTime(ms),71.041
171,run-5,Mongodb,workload d,100000,100K,OVERALL,Throughput(ops/sec),2.1953414853680493,RunTime(ms),45.551
172,run-6,Mongodb,workload d,100000,100K,OVERALL,Throughput(ops/sec),2.123818625889349,RunTime(ms),47.085
173,run-7,Mongodb,workload d,100000,100K,OVERALL,Throughput(ops/sec),2.505135527832056,RunTime(ms),39.918
174,run-8,Mongodb,workload d,100000,100K,OVERALL,Throughput(ops/sec),2.161461147735869,RunTime(ms),46.265
175,run-9,Mongodb,workload d,100000,100K,OVERALL,Throughput(ops/sec),2.1811677972386416,RunTime(ms),45.847
176,run-1,Mongodb,workload d,1000000,1M,OVERALL,Throughput(ops/sec),2.4907840988343133,RunTime(ms),401.48
177,run-10,Mongodb,workload d,1000000,1M,OVERALL,Throughput(ops/sec),2.533383663222109,RunTime(ms),394.729
178,run-2,Mongodb,workload d,1000000,1M,OVERALL,Throughput(ops/sec),2.7122542358630533,RunTime(ms),368.697
179,run-3,Mongodb,workload d,1000000,1M,OVERALL,Throughput(ops/sec),2.2696323195642307,RunTime(ms),440.6
180,run-5,Mongodb,workload d,1000000,1M,OVERALL,Throughput(ops/sec),2.34010090515103,RunTime(ms),427.332
181,run-6,Mongodb,workload d,1000000,1M,OVERALL,Throughput(ops/sec),2.665678588469874,RunTime(ms),375.139
182,run-7,Mongodb,workload d,1000000,1M,OVERALL,Throughput(ops/sec),2.18605515417154,RunTime(ms),457.445
183,run-8,Mongodb,workload d,1000000,1M,OVERALL,Throughput(ops/sec),2.5979694270957823,RunTime(ms),384.916
184,run-9,Mongodb,workload d,1000000,1M,OVERALL,Throughput(ops/sec),2.6047907311126623,RunTime(ms),383.908
185,run-1,Mongodb,workload f,100,100,OVERALL,Throughput(ops/sec),0.06993006993006994,RunTime(ms),1.43
186,run-10,Mongodb,workload f,100,100,OVERALL,Throughput(ops/sec),0.06389776357827476,RunTime(ms),1.565
187,run-2,Mongodb,workload f,100,100,OVERALL,Throughput(ops/sec),0.06868131868131869,RunTime(ms),1.456
188,run-3,Mongodb,workload f,100,100,OVERALL,Throughput(ops/sec),0.0671591672263264,RunTime(ms),1.489
189,run-4,Mongodb,workload f,100,100,OVERALL,Throughput(ops/sec),0.06756756756756757,RunTime(ms),1.48
190,run-5,Mongodb,workload f,100,100,OVERALL,Throughput(ops/sec),0.06747638326585695,RunTime(ms),1.482
191,run-6,Mongodb,workload f,100,100,OVERALL,Throughput(ops/sec),0.07199424046076314,RunTime(ms),1.389
192,run-7,Mongodb,workload f,100,100,OVERALL,Throughput(ops/sec),0.06105006105006105,RunTime(ms),1.638
193,run-8,Mongodb,workload f,100,100,OVERALL,Throughput(ops/sec),0.048828125,RunTime(ms),2.048
194,run-9,Mongodb,workload f,100,100,OVERALL,Throughput(ops/sec),0.058788947677836566,RunTime(ms),1.701
195,run-1,Mongodb,workload f,1000,1k,OVERALL,Throughput(ops/sec),0.30367446097783174,RunTime(ms),3.293
196,run-10,Mongodb,workload f,1000,1k,OVERALL,Throughput(ops/sec),0.30211480362537757,RunTime(ms),3.31
197,run-2,Mongodb,workload f,1000,1k,OVERALL,Throughput(ops/sec),0.3669724770642202,RunTime(ms),2.725
198,run-3,Mongodb,workload f,1000,1k,OVERALL,Throughput(ops/sec),0.275709953129308,RunTime(ms),3.627
199,run-4,Mongodb,workload f,1000,1k,OVERALL,Throughput(ops/sec),0.3897116134060795,RunTime(ms),2.566
200,run-5,Mongodb,workload f,1000,1k,OVERALL,Throughput(ops/sec),0.35984166966534725,RunTime(ms),2.779
201,run-6,Mongodb,workload f,1000,1k,OVERALL,Throughput(ops/sec),0.3935458480913026,RunTime(ms),2.541
202,run-7,Mongodb,workload f,1000,1k,OVERALL,Throughput(ops/sec),0.3473428273706148,RunTime(ms),2.879
203,run-8,Mongodb,workload f,1000,1k,OVERALL,Throughput(ops/sec),0.19234468166955185,RunTime(ms),5.199
204,run-9,Mongodb,workload f,1000,1k,OVERALL,Throughput(ops/sec),0.2898550724637681,RunTime(ms),3.45
205,run-1,Mongodb,workload f,10000,10k,OVERALL,Throughput(ops/sec),0.5375477073590281,RunTime(ms),18.603
206,run-10,Mongodb,workload f,10000,10k,OVERALL,Throughput(ops/sec),0.5754733268113023,RunTime(ms),17.377
207,run-2,Mongodb,workload f,10000,10k,OVERALL,Throughput(ops/sec),0.7482229704451927,RunTime(ms),13.365
208,run-3,Mongodb,workload f,10000,10k,OVERALL,Throughput(ops/sec),0.7883948281299274,RunTime(ms),12.684
209,run-4,Mongodb,workload f,10000,10k,OVERALL,Throughput(ops/sec),0.7868439688409787,RunTime(ms),12.709
210,run-5,Mongodb,workload f,10000,10k,OVERALL,Throughput(ops/sec),0.7369739848183359,RunTime(ms),13.569
211,run-6,Mongodb,workload f,10000,10k,OVERALL,Throughput(ops/sec),0.7200460829493088,RunTime(ms),13.888
212,run-7,Mongodb,workload f,10000,10k,OVERALL,Throughput(ops/sec),0.7401924500370096,RunTime(ms),13.51
213,run-8,Mongodb,workload f,10000,10k,OVERALL,Throughput(ops/sec),0.7727975270479135,RunTime(ms),12.94
214,run-9,Mongodb,workload f,10000,10k,OVERALL,Throughput(ops/sec),0.6474168069403082,RunTime(ms),15.446
215,run-1,Mongodb,workload f,100000,100K,OVERALL,Throughput(ops/sec),1.0121457489878543,RunTime(ms),98.8
216,run-10,Mongodb,workload f,100000,100K,OVERALL,Throughput(ops/sec),0.9671928195605077,RunTime(ms),103.392
217,run-2,Mongodb,workload f,100000,100K,OVERALL,Throughput(ops/sec),0.929281665272744,RunTime(ms),107.61
218,run-3,Mongodb,workload f,100000,100K,OVERALL,Throughput(ops/sec),0.9714868606402101,RunTime(ms),102.935
219,run-4,Mongodb,workload f,100000,100K,OVERALL,Throughput(ops/sec),0.9084549905974907,RunTime(ms),110.077
220,run-5,Mongodb,workload f,100000,100K,OVERALL,Throughput(ops/sec),1.1667113906033064,RunTime(ms),85.711
221,run-6,Mongodb,workload f,100000,100K,OVERALL,Throughput(ops/sec),0.9630385793254879,RunTime(ms),103.838
222,run-7,Mongodb,workload f,100000,100K,OVERALL,Throughput(ops/sec),1.0598946464721408,RunTime(ms),94.349
223,run-8,Mongodb,workload f,100000,100K,OVERALL,Throughput(ops/sec),1.0186722625729623,RunTime(ms),98.167
224,run-9,Mongodb,workload f,100000,100K,OVERALL,Throughput(ops/sec),0.915558078426705,RunTime(ms),109.223
225,run-1,Mongodb,workload f,1000000,1M,OVERALL,Throughput(ops/sec),1.041104903812318,RunTime(ms),960.518
226,run-10,Mongodb,workload f,1000000,1M,OVERALL,Throughput(ops/sec),1.0919152411713193,RunTime(ms),915.822
227,run-2,Mongodb,workload f,1000000,1M,OVERALL,Throughput(ops/sec),0.7691183596243626,RunTime(ms),1300.29
228,run-3,Mongodb,workload f,1000000,1M,OVERALL,Throughput(ops/sec),0.7691183596243626,RunTime(ms),1300.19
229,run-5,Mongodb,workload f,1000000,1M,OVERALL,Throughput(ops/sec),0.8537136115244507,RunTime(ms),1171.353
230,run-6,Mongodb,workload f,1000000,1M,OVERALL,Throughput(ops/sec),1.0757257114580923,RunTime(ms),929.605
231,run-7,Mongodb,workload f,1000000,1M,OVERALL,Throughput(ops/sec),1.0463863048960416,RunTime(ms),955.67
232,run-8,Mongodb,workload f,1000000,1M,OVERALL,Throughput(ops/sec),1.0450380028069721,RunTime(ms),956.903
233,run-9,Mongodb,workload f,1000000,1M,OVERALL,Throughput(ops/sec),1.0465724751439036,RunTime(ms),955.5
234,load-1,Mongodb,workload i,100,100,OVERALL,Throughput(ops/sec),0.05285412262156449,RunTime(ms),1.892
235,load-10,Mongodb,workload i,100,100,OVERALL,Throughput(ops/sec),0.0693000693000693,RunTime(ms),1.443
236,load-2,Mongodb,workload i,100,100,OVERALL,Throughput(ops/sec),0.0643915003219575,RunTime(ms),1.553
237,load-3,Mongodb,workload i,100,100,OVERALL,Throughput(ops/sec),0.07158196134574087,RunTime(ms),1.397
